text,trans
あは～\nちょっと～～～？,啊哈～\n喂～～～？
ん～、プロデューサー\nどっか行っちゃった～？,嗯～，制作人\n去哪里了～？
今日はもうおしまい～？\nじゃあ帰ろっかな？,今天已经结束了～？\n那就回家吧？
雛菜、ソファに\nごろ～んてしていい？,雏菜，可以在沙发上\n滚来滚去～吗？
あは～♡\nプロデューサー\nお疲れさま～,啊哈～♡\n制作人\n辛苦了～
プロデューサー\nあのね～\n聞いて聞いて～？,制作人\n那个呢～\n听我说听我说～？
やは～♡\n雛菜、プロデューサー\nすきかも～～～,呀哈～♡\n雏菜，可能喜欢制作人\n也说不定～～～
雛菜、できると思う～？,雏菜，好像能做到～？
ん～～～\n何してんの～～～？,嗯～～～\n在做什么呢～～～？
あは～\nやめてください～～～,啊哈～\n请不要这样～～～
プロデューサー、雛菜に\nごめんなさいは～？,制作人，给雏菜的\n“对不起”呢～？
わ～、\n何～～～？,哇～，\n怎么了～～～？
撫でる～？\nどうぞ～～～？,要摸吗～？\n请～～～？
は～い\nぎゅ～♡\nってする～？,好～\n要紧紧地～♡\n抱住吗～？
ね～～～\n雛菜のこと\n忘れてない～？,呐～～～\n雏菜的事情\n没有忘吧～？
あは～、今ね\nプロデューサーのこと\n見てた～♡,啊哈～，雏菜现在呢\n正在看着制作人呢～♡
ね、甘いもの\n食べにいこ～？\nいいでしょ～？,呐，去吃甜食吧～？\n可以的吧～？
は～い♡\n市川雛菜、高校１年生です～～～,好～♡\n市川雏菜，在读高中一年级～～～
雛菜はね、\n雛菜がしあわせ～って思えることだけでいいの,雏菜我呢，\n只要雏菜自己觉得幸～福就可以了
それじゃあプロデューサーは\n雛菜に集中しててね～？,那制作人\n就将目光集中在雏菜身上吧～？
ん～～～？\nなんですか～？,嗯～～～？\n怎么了吗～？
……へ～？,……诶～？
え～？\n何か付いてた～？,诶～？\n衣服粘上什么了吗～？
あは～、プロデューサーって\nいつも雛菜のことで\n雛菜よりうれしそうだね～？,啊哈～制作人\n对于雏菜的事情\n总是比雏菜还要开心呢～？
やは～！\nどうしたの～？,呀哈～！\n怎么了～？
ん～？\nだめじゃない～？,嗯～？\n不行哦～？
あは～\nくすぐったい～,啊哈～\n好痒～

#日花↓,
あ、ちょっと今バリアです\n集中してます,啊，我要张开防护罩了\n现在得集中精神
ふぁ────\n……やば\nこっち見る時言ってください,呼啊────\n……糟糕\n在看的话和我说一下啊
ラーメン、炒飯、餃子\nピザ、パスタ、お寿司──\n出前メニュー少なっ,拉面、炒饭、饺子\n披萨、意大利面、寿司──\n外卖就这么几种啊
すごく、感じます。何かが始まるって,我切切实实的感觉到了。有什么要开始了
えっ？,欸？
次やったら\n鞄の中身捨てますね\n全部,下次再敢的话\n就把你包里的东西全部丢掉
民間人でも\nできるらしいんですよ\n逮捕って,就算是平民\n也是可以逮捕你的哦
いたっ,好痛
あの、手洗ってます？,你，洗过手了吗？
うるさいなー……\nあ、すみません,真烦人啊……\n啊，不好意思
あの、すみません\n……あの、すみません\nあの！　すみません！,请问，在吗\n……请问，在吗\n请问！在吗！
……失礼しまーす\nお忙しいようなので\n帰りますねー……,……不好意思\n看你好像挺忙的\n我先回去了哦
すみませーん……\nあと３秒で返事なかったら\n初期化しますね、このＰＣ,打扰一下……\n要是3秒后还不回复的话\n我就把这台电脑给格式化了哦
にさんが10～～！\n──あははっ\nこっち向いたー！,二三得10～～！\n啊哈哈\n看过来了！
ムキムキにちか～～！\n──あははっ\nこっち向いたー！,肌肉壮壮日花～～！\n啊哈哈\n看过来了！
３歳の私と\n３人の私、\nどっちがいいですか？,三岁的我和三个我\n那边比较好呢？
お、お姉ちゃんに見られたら\n死んでますよ……,要，要是被姐姐看到的话\n可是要出人命的哦……
やめてもらえますか──\n頭、真っ白になるので,能不能不要这样──\n脑袋变得一片空白了
……どういう意味なんですか\n意味ないなら、\nやめてください,……这有什么特殊意义吗\n没有的话\n就别再这样做了
……わぁっ\n手、冷たくないですか！,……哇\n你的手好凉啊！
……ちょっと、あははっ\n5000倍で返しますよ！,……喂，哈哈哈\n我要5000倍奉还了哟！
……プロデューサーさんは\n覚えてます？　小さい頃に\nよしよししてもらったこと,……制作人先生你还记得吗？\n小时候被人摸着头安慰的事情
あり得なくないですか\n放っとくとか,把培育的偶像给晾在一边\n不可能会有这种事吧
……忙しいんですかねー\nはー、すごいなー\n敏腕プロデューサーさんはー,……挺忙啊——\n哈——、真厉害啊\n能干的制作人先生——
時間作ってください\n１日に、24時間くらい\n私のために,为了我，请每天都腾出时间来\n1天至少24小时
えっ、はい！,诶，好的！
──────終わったの…………？\n……まだ…………──────？,──────结束了吗…………？\n……还没…………──────？
────うそ…………,────骗人的吧…………
…………そっかぁ────────,…………这样啊────────
──────……\nよし……,──────……\n好的……
お弁当食べます？\n作ってきたんですけど,要吃便当吗？\n我有带过来哦
にちかのお願い、叶えちゃうぞのコーナー\n始めますねー！,日花的愿望，就由你来实现环节\n要开始了哦~！
もうラッキーの時間は終わりですよね\nもっともっと、もっとやらないと……,幸运的时间已经结束了吧\n要是不更加更加，更加努力的话……
……バカにしてます？,……把我当傻子吗？
よしよしするなら、\nちゃんとよしよしって言ってください,要摸头夸夸的话，\n就把“乖孩子乖孩子”说出来啊
うーわ……,呜——哇……
わーっ！,哇——！
なんですか？\n言葉で言ってください,怎么了嘛？\n有什么就说啊
あははっ\nやーめーてーくーだーさーいー,哈哈啊\n请—不—要—这—样—
……\nめっちゃむかつく,……\n气死我了
お疲れ様でしたー！,您辛苦啦——！
なんていうか、調子乗っちゃったら\nいたいんですけど……ちょっとだけ\n達成感っていうか。あはは,怎么说呢，要是得意忘形了\n就不太好……但就是\n有种成就感呢。啊哈哈
始まるの、全部が今,要开始了，迄今为止的全部
計画が夏を制するんですよ！,计划是掌控这个夏天！
計画が夏を制するんですよ……\nもちろん……！,计划是掌控这个夏天……\n就是这样……！

#美琴↓,
──緋田美琴。よろしくね,——我是绯田美琴。请多关照
歌とか、ダンスとか……パフォーマンスでみんなに感動を与えるようなアイドルになりたいから,我想成为一个用歌和舞蹈……\n通过表演感动人心的偶像
……！　……びっくりした,……！　……吓我一跳
いつまで……どこまで\n成長ってしていけるんだろうね\n……プロデューサーは、知ってる？,我能成长到什么时候……\n到什么地步呢\n制作人，你知道吗？
